,Ant,Betweenness,Colony,Day,group_period1,group_period2,group_period3,group_period4
6396,Ant206,0.00370626884257046,2,24,N,N,N,N
6397,Ant202,0.0005324560855278503,2,24,F,F,F,F
6398,Ant209,0.0010420147350937554,2,24,N,N,N,N
6399,Ant15,0.0027023752420369737,2,24,N,N,N,N
6400,Ant638,0.000474600084319773,2,24,C,F,F,F
6401,Ant32,0.002012626721087303,2,24,N,N, , 
6402,Ant30,0.010893825086487787,2,24,N,N, , 
6403,Ant35,0.0037505825502186295,2,24,C,C,C,C
6404,Ant232,0.00473076756241807,2,24,C,C,C,C
6405,Ant237,0.003632262385432481,2,24,N,N,N,N
6406,Ant342,0.005947321547366331,2,24,N,N, , 
6407,Ant105,0.004280387944571473,2,24,N,N, , 
6408,Ant102,0.0031786565738115206,2,24,N,N,N,N
6409,Ant437,0.004875334822286393,2,24,N,C,C,C
6410,Ant621,0.0077286567118420415,2,25,C,C,N,N
6411,Ant356,0.0019041517289910008,2,25,N,N,N,N
6412,Ant227,0.004249527337683811,2,25,C,C,C,C
6413,Ant114,0.004046454522244717,2,25,N,N, , 
6414,Ant112,0.013932738373392794,2,25,N,C, , 
6415,Ant195,0.00425568041378101,2,25,C,C,C,C
6416,Ant518,0.01571873531652752,2,25,C,C, , 
6417,Ant492,0.0024574295292526843,2,25,N,N,N,N
6418,Ant324,0.002690671885870106,2,25,N,N,C,C
6419,Ant650,0.00590067246321866,2,25,,,,
6420,Ant556,0.002940207734401491,2,25,N,N,N,N
6421,Ant552,0.0038757140117766076,2,25,N,N,N,N
6422,Ant256,0.025452243700755994,2,25,F,F,C,C
6423,Ant257,0.0039003567359636926,2,25,N,N, , 
6424,Ant126,0.0236105815277506,2,25,F,C,C,C
6425,Ant20,0.008229693045021188,2,25,F,F, , 
6426,Ant137,0.0008036311703248403,2,25,N,N,N,N
6427,Ant332,0.003694079237825413,2,25,N,N,N,N
6428,Ant647,3.647076706704837e-05,2,25,N,C, , 
6429,Ant560,0.0024317928193724157,2,25,N,N,N,N
6430,Ant564,0.004881604040925989,2,25,F,F,C,C
6431,Ant243,0.0007260117584988561,2,25,F,F, , 
6432,Ant244,0.0027007086845571445,2,25,N,N,C,C
6433,Ant50,0.003857614208213714,2,25,N,N,N,N
6434,Ant52,0.0016990676496907308,2,25,N,N,N,N
6435,Ant55,0.009956998500925438,2,25,C,F, , 
6436,Ant140,0.003222143132226126,2,25,C,C,C,C
6437,Ant147,0.0024042358159787882,2,25,N,N,C,C
6438,Ant144,0.012678199621319454,2,25,N,N, , 
6439,Ant305,0.006018843212551505,2,25,C,C, , 
6440,Ant148,0.001729163569240869,2,25,N,N,N,N
6441,Ant673,0.004323528496684141,2,25,,,,
6442,Ant476,0.0018479945698209556,2,25,N,N,N,N
6443,Ant575,0.003499513374988523,2,25,C,C, , 
6444,Ant44,0.0057865824715686584,2,25,N,N, , 
6445,Ant665,0.0006000488820446584,2,25,,,,
6446,Ant398,0.012944130831668316,2,25,F,F, , 
6447,Ant262,0.004485212037402957,2,25,C,C,C,C
6448,Ant265,0.008803741007934511,2,25,C,C, , 
6449,Ant268,0.013459544741471607,2,25,F,F,F,F
6450,Ant395,0.006809924790523499,2,25,N,C, , 
6451,Ant502,0.0037102024879439193,2,25,C,C,C,C
6452,Ant7,0.007961502689549541,2,25,C,C, , 
6453,Ant6,0.004121626433342332,2,25,N,N,C,C
6454,Ant2,0.006742695259622376,2,25,N,C,F,F
6455,Ant72,0.0032332968872012687,2,25,F,F, , 
6456,Ant593,0.002073365587902323,2,25,N,N,N,N
6457,Ant592,0.001142351665807907,2,25,Q,Q,Q,Q
6458,Ant19,0.005418415256521797,2,25,C,N,C,C
6459,Ant599,0.0033759520507034126,2,25,C,N,N,N
6460,Ant12,0.00015556808577082151,2,25,C,F, , 
6461,Ant96,0.005372483181846212,2,25,N,N,C,C
6462,Ant169,0.004354078792912648,2,25,N,N,N,N
6463,Ant298,0.004232837047050731,2,25,N,N,N,N
6464,Ant296,0.0031079986236174223,2,25,N,N,C,C
6465,Ant294,0.01962101043626182,2,25,C,F, , 
6466,Ant99,0.0035508492864600627,2,25,N,N,N,N
6467,Ant98,0.0033286504929885812,2,25,N,N,N,N
6468,Ant217,0.002700550778996743,2,25,C,F, , 
6469,Ant215,0.005556171366061621,2,25,F,F, , 
6470,Ant210,0.006261620320787145,2,25,N,N,C,C
6471,Ant219,0.0009456997684813103,2,25,N,N, , 
6472,Ant400,0.003485537683093382,2,25,N,N,N,N
6473,Ant161,0.0027362123461127205,2,25,N,N, , 
6474,Ant60,0.005903770658040198,2,25,N,N,N,N
6475,Ant62,0.0013048060363342756,2,25,N,N, , 
6476,Ant63,0.0005751459536812965,2,25,N,N,C,C
6477,Ant65,0.002474921267224397,2,25,C,C,C,C
6478,Ant604,0.004358901634643234,2,25,C,C,C,C
6479,Ant607,0.008307711814879172,2,25,F,F, , 
6480,Ant178,1.1102722387529421e-05,2,25,C,F,C,C
6481,Ant289,0.00019579582840119323,2,25,C,F,C,C
6482,Ant632,0.0,2,25,C,F, , 
6483,Ant172,0.002035255260473164,2,25,F,C,C,C
6484,Ant176,0.00011353965539969449,2,25,F,F,F,F
6485,Ant174,0.0019136946501732398,2,25,N,N,N,N
6486,Ant206,0.005052497714797861,2,25,N,N,N,N
6487,Ant202,0.0022587543294620054,2,25,F,F,F,F
6488,Ant209,0.001590070976987312,2,25,N,N,N,N
6489,Ant15,0.003469110751472646,2,25,N,N,N,N
6490,Ant638,0.0007108121123794685,2,25,C,F,F,F
6491,Ant32,0.0021811031121108096,2,25,N,N, , 
6492,Ant30,0.004943613287704344,2,25,N,N, , 
6493,Ant35,0.00397041425009626,2,25,C,C,C,C
6494,Ant232,0.009427129104001085,2,25,C,C,C,C
6495,Ant237,0.004261717045401247,2,25,N,N,N,N
6496,Ant342,0.006600429413262788,2,25,N,N, , 
6497,Ant105,0.0027457653218134004,2,25,N,N, , 
6498,Ant102,0.0019804294919687953,2,25,N,N,N,N
6499,Ant437,0.008332777837579639,2,25,N,C,C,C
6500,Ant621,0.004125471613231967,2,26,C,C,N,N
6501,Ant356,0.0021127690126179276,2,26,N,N,N,N
6502,Ant227,0.006470175142223876,2,26,C,C,C,C
6503,Ant114,0.003662109681910651,2,26,N,N, , 
6504,Ant112,0.01712590814610603,2,26,N,C, , 
6505,Ant195,0.004575286181760912,2,26,C,C,C,C
6506,Ant217,0.010018867272226123,2,26,C,F, , 
6507,Ant492,0.0026156169726093232,2,26,N,N,N,N
6508,Ant324,0.0028624016125484873,2,26,N,N,C,C
6509,Ant650,0.004591107642499998,2,26,,,,
6510,Ant556,0.0030695254932182714,2,26,N,N,N,N
6511,Ant552,0.0023569736356024366,2,26,N,N,N,N
6512,Ant256,0.0074239308814048706,2,26,F,F,C,C
6513,Ant257,0.0030657966975056856,2,26,N,N, , 
6514,Ant126,0.02402756406104947,2,26,F,C,C,C
6515,Ant20,0.009236627785190792,2,26,F,F, , 
6516,Ant137,0.0012746358125967719,2,26,N,N,N,N
6517,Ant332,0.002598452316418318,2,26,N,N,N,N
6518,Ant560,0.004334015778507524,2,26,N,N,N,N
6519,Ant564,0.009772998884606348,2,26,F,F,C,C
6520,Ant243,0.0003385312272929803,2,26,F,F, , 
6521,Ant244,0.0038406674544955687,2,26,N,N,C,C
6522,Ant50,0.0035630973023648466,2,26,N,N,N,N
6523,Ant52,0.001868774809636323,2,26,N,N,N,N
6524,Ant55,0.006232861058590105,2,26,C,F, , 
6525,Ant98,0.002459501293905906,2,26,N,N,N,N
6526,Ant140,0.002974809600068694,2,26,C,C,C,C
6527,Ant147,0.0035499875164386433,2,26,N,N,C,C
6528,Ant144,0.004847819162474787,2,26,N,N, , 
6529,Ant305,0.004657203735630749,2,26,C,C, , 
6530,Ant148,0.004208047762631785,2,26,N,N,N,N
6531,Ant673,0.0016570570724168694,2,26,,,,
6532,Ant476,0.004062235150019843,2,26,N,N,N,N
6533,Ant575,0.002541334286850886,2,26,C,C, , 
6534,Ant44,0.004604620575363688,2,26,N,N, , 
6535,Ant665,0.0018458165203512485,2,26,,,,
6536,Ant6,0.0016599649652568075,2,26,N,N,C,C
6537,Ant262,0.001539595959336882,2,26,C,C,C,C
6538,Ant265,0.018409234522234016,2,26,C,C, , 
6539,Ant268,0.03495477121538199,2,26,F,F,F,F
6540,Ant395,0.004075469760951096,2,26,N,C, , 
6541,Ant502,0.008705743396269703,2,26,C,C,C,C
6542,Ant7,0.006237559047036199,2,26,C,C, , 
6543,Ant398,0.014540115226460499,2,26,F,F, , 
6544,Ant2,0.0042335266624968235,2,26,N,C,F,F
6545,Ant72,0.006962357268132805,2,26,F,F, , 
6546,Ant593,0.0027773291527176504,2,26,N,N,N,N
6547,Ant592,0.000450603333172454,2,26,Q,Q,Q,Q
6548,Ant19,0.006080015149464409,2,26,C,N,C,C
6549,Ant599,0.0026224654454052414,2,26,C,N,N,N
6550,Ant12,0.00015154848245752485,2,26,C,F, , 
6551,Ant96,0.0032623417660043157,2,26,N,N,C,C
6552,Ant169,0.004521047190479873,2,26,N,N,N,N
6553,Ant298,0.0019491470243496048,2,26,N,N,N,N
6554,Ant296,0.0021879938792714886,2,26,N,N,C,C
6555,Ant294,0.0009408812619445437,2,26,C,F, , 
6556,Ant99,0.0015176271937255505,2,26,N,N,N,N
6557,Ant161,0.0018803409564243272,2,26,N,N, , 
6558,Ant518,0.009072492432750073,2,26,C,C, , 
6559,Ant215,0.0029000015903120277,2,26,F,F, , 
6560,Ant210,0.004232212054507176,2,26,N,N,C,C
6561,Ant219,0.0014594978308963404,2,26,N,N, , 
6562,Ant400,0.003663199931126202,2,26,N,N,N,N
6563,Ant60,0.00155240755811365,2,26,N,N,N,N
6564,Ant62,0.0017540420381137972,2,26,N,N, , 
6565,Ant63,0.0021507114646389727,2,26,N,N,C,C
6566,Ant65,0.004136406163187681,2,26,C,C,C,C
6567,Ant604,0.0018352624622829559,2,26,C,C,C,C
6568,Ant607,0.012290272323729534,2,26,F,F, , 
6569,Ant178,0.0,2,26,C,F,C,C
6570,Ant289,0.0006660497194109822,2,26,C,F,C,C
6571,Ant632,0.00015081716933964187,2,26,C,F, , 
6572,Ant172,0.0007352581030313499,2,26,F,C,C,C
6573,Ant176,0.0005792003507015989,2,26,F,F,F,F
6574,Ant174,0.005180343115962487,2,26,N,N,N,N
6575,Ant206,0.004808854599118047,2,26,N,N,N,N
6576,Ant202,0.0009092922938434239,2,26,F,F,F,F
6577,Ant209,0.0029267863487574906,2,26,N,N,N,N
6578,Ant15,0.0011570661342826204,2,26,N,N,N,N
6579,Ant638,0.0004259499496134856,2,26,C,F,F,F
6580,Ant32,0.0028060240962350155,2,26,N,N, , 
6581,Ant30,0.01398969276058516,2,26,N,N, , 
6582,Ant35,0.0045869155936862915,2,26,C,C,C,C
6583,Ant232,0.003956836343130895,2,26,C,C,C,C
6584,Ant237,0.003003122425439302,2,26,N,N,N,N
6585,Ant342,0.005373622925602343,2,26,N,N, , 
6586,Ant105,0.002898718521231428,2,26,N,N, , 
6587,Ant102,0.0012954724011331816,2,26,N,N,N,N
6588,Ant437,0.009244025053829564,2,26,N,C,C,C
6589,Ant621,0.006202090081414296,2,27,C,C,N,N
6590,Ant356,0.0023227002830108223,2,27,N,N,N,N
6591,Ant227,0.004707191678559736,2,27,C,C,C,C
6592,Ant114,0.00536750468281945,2,27,N,N, , 
6593,Ant112,0.005304196815037662,2,27,N,C, , 
6594,Ant195,0.0063182190523908026,2,27,C,C,C,C
6595,Ant518,0.005695267634619512,2,27,C,C, , 
6596,Ant492,0.003678763895562375,2,27,N,N,N,N
6597,Ant324,0.001770677422520305,2,27,N,N,C,C
6598,Ant650,0.004313708655893113,2,27,,,,
6599,Ant556,0.0033156469004115108,2,27,N,N,N,N
6600,Ant552,0.0013820346791712397,2,27,N,N,N,N
6601,Ant256,0.02488558568239379,2,27,F,F,C,C
6602,Ant257,0.00203684433033231,2,27,N,N, , 
6603,Ant126,0.020043589263631315,2,27,F,C,C,C
6604,Ant20,0.015301422546226814,2,27,F,F, , 
6605,Ant137,0.0006655876681234813,2,27,N,N,N,N
6606,Ant332,0.0050351060670255025,2,27,N,N,N,N
6607,Ant560,0.003044094302543177,2,27,N,N,N,N
6608,Ant564,0.007975503776400005,2,27,F,F,C,C
6609,Ant243,0.0038179997852983132,2,27,F,F, , 
6610,Ant244,0.0029980534684867274,2,27,N,N,C,C
6611,Ant50,0.002233642190568388,2,27,N,N,N,N
6612,Ant52,0.0014454867093933925,2,27,N,N,N,N
6613,Ant55,0.0052524850055224144,2,27,C,F, , 
6614,Ant140,0.003699002406741726,2,27,C,C,C,C
6615,Ant147,0.002855020739460979,2,27,N,N,C,C
6616,Ant144,0.015958515441216764,2,27,N,N, , 
6617,Ant305,0.0020462135874168125,2,27,C,C, , 
6618,Ant148,0.0021064969415319143,2,27,N,N,N,N
6619,Ant673,0.0008624556359561738,2,27,,,,
6620,Ant476,0.0022476359356265073,2,27,N,N,N,N
6621,Ant575,0.0011880308821054955,2,27,C,C, , 
6622,Ant44,0.00290460326185086,2,27,N,N, , 
6623,Ant665,0.0023392618919933664,2,27,,,,
6624,Ant6,0.0048623929334399105,2,27,N,N,C,C
6625,Ant262,0.001654727401733045,2,27,C,C,C,C
6626,Ant265,0.0067685322073926316,2,27,C,C, , 
6627,Ant268,0.011970514292519146,2,27,F,F,F,F
6628,Ant395,0.002500192604234043,2,27,N,C, , 
6629,Ant502,0.012029889796186112,2,27,C,C,C,C
6630,Ant7,0.00514341598883248,2,27,C,C, , 
6631,Ant398,0.007876311545027905,2,27,F,F, , 
6632,Ant2,0.005185982287694701,2,27,N,C,F,F
6633,Ant72,0.018244741250710527,2,27,F,F, , 
6634,Ant593,0.0036889638031415363,2,27,N,N,N,N
6635,Ant592,0.0007715914334378575,2,27,Q,Q,Q,Q
6636,Ant19,0.0030615525597212936,2,27,C,N,C,C
6637,Ant599,0.0027238186912739576,2,27,C,N,N,N
6638,Ant12,0.000539489562425878,2,27,C,F, , 
6639,Ant96,0.0019518782391278967,2,27,N,N,C,C
6640,Ant169,0.0023896722487388097,2,27,N,N,N,N
6641,Ant298,0.0031719699500357833,2,27,N,N,N,N
6642,Ant296,0.0029516278753435633,2,27,N,N,C,C
6643,Ant294,0.00043171516292864025,2,27,C,F, , 
6644,Ant99,0.0025018111437875024,2,27,N,N,N,N
6645,Ant98,0.004051366813874297,2,27,N,N,N,N
6646,Ant217,0.002462262994794997,2,27,C,F, , 
6647,Ant215,0.01741681687404464,2,27,F,F, , 
6648,Ant210,0.003077542794663757,2,27,N,N,C,C
6649,Ant219,0.0027493807268280514,2,27,N,N, , 
6650,Ant400,0.0014072895998752087,2,27,N,N,N,N
6651,Ant161,0.0011636594075886428,2,27,N,N, , 
6652,Ant60,0.003824649440799317,2,27,N,N,N,N
6653,Ant62,0.0005979373891438632,2,27,N,N, , 
6654,Ant63,0.0026592185367387724,2,27,N,N,C,C
6655,Ant65,0.0027537366433323857,2,27,C,C,C,C
6656,Ant604,0.0022375839995192643,2,27,C,C,C,C
6657,Ant607,0.00044647763449557997,2,27,F,F, , 
6658,Ant178,0.0,2,27,C,F,C,C
6659,Ant289,0.00479579407602432,2,27,C,F,C,C
6660,Ant632,8.598920236851274e-05,2,27,C,F, , 
6661,Ant172,0.00035585958623617433,2,27,F,C,C,C
6662,Ant176,0.0004800397465027308,2,27,F,F,F,F
6663,Ant174,0.003187616093485905,2,27,N,N,N,N
6664,Ant206,0.003520730441738964,2,27,N,N,N,N
6665,Ant202,0.0025170454548927176,2,27,F,F,F,F
6666,Ant209,0.0017355874173878394,2,27,N,N,N,N
6667,Ant15,0.00275363446463483,2,27,N,N,N,N
6668,Ant638,0.002946060913052806,2,27,C,F,F,F
6669,Ant32,0.0020473286115746526,2,27,N,N, , 
6670,Ant30,0.024821149307512894,2,27,N,N, , 
6671,Ant35,0.0032737916845848106,2,27,C,C,C,C
6672,Ant232,0.0039336724073512274,2,27,C,C,C,C
6673,Ant237,0.003466854849907132,2,27,N,N,N,N
6674,Ant342,0.005075146880407048,2,27,N,N, , 
6675,Ant105,0.0009777298425337193,2,27,N,N, , 
6676,Ant102,0.002440488184752895,2,27,N,N,N,N
6677,Ant437,0.012519638672148607,2,27,N,C,C,C
6678,Ant621,0.007890022383086342,2,28,C,C,N,N
6679,Ant356,0.0023579123683705595,2,28,N,N,N,N
6680,Ant227,0.00609474155117933,2,28,C,C,C,C
6681,Ant114,0.009377233480818929,2,28,N,N, , 
6682,Ant112,0.010855385866714,2,28,N,C, , 
6683,Ant195,0.0081310498912224,2,28,C,C,C,C
6684,Ant518,0.008672899312588698,2,28,C,C, , 
6685,Ant492,0.0038560340026522737,2,28,N,N,N,N
6686,Ant324,0.0030858389176552903,2,28,N,N,C,C
6687,Ant650,0.008757994862835891,2,28,,,,
6688,Ant556,0.0033467831601859074,2,28,N,N,N,N
6689,Ant552,0.00363385621047944,2,28,N,N,N,N
6690,Ant256,0.0033739033145860804,2,28,F,F,C,C
6691,Ant257,0.004303163723604488,2,28,N,N, , 
6692,Ant126,0.023452917522023574,2,28,F,C,C,C
6693,Ant20,0.014671191259530045,2,28,F,F, , 
6694,Ant137,0.0018405515612824996,2,28,N,N,N,N
6695,Ant332,0.003408159861255216,2,28,N,N,N,N
6696,Ant560,0.006091581189915138,2,28,N,N,N,N
6697,Ant564,0.013164877678108054,2,28,F,F,C,C
6698,Ant243,0.00017111776708187193,2,28,F,F, , 
6699,Ant244,0.004354670106344541,2,28,N,N,C,C
6700,Ant50,0.0014975630211624157,2,28,N,N,N,N
6701,Ant52,0.001557372327126221,2,28,N,N,N,N
6702,Ant55,0.007109225675131064,2,28,C,F, , 
6703,Ant140,0.0010076275200573705,2,28,C,C,C,C
6704,Ant147,0.004228282747559782,2,28,N,N,C,C
6705,Ant144,0.015972512801848058,2,28,N,N, , 
6706,Ant305,0.0031853924954138393,2,28,C,C, , 
6707,Ant148,0.0027717599268909437,2,28,N,N,N,N
6708,Ant673,0.0035787868154684675,2,28,,,,
6709,Ant476,0.003084312929153813,2,28,N,N,N,N
6710,Ant575,0.0037524979740095,2,28,C,C, , 
6711,Ant44,0.012029813184358924,2,28,N,N, , 
6712,Ant665,0.0019668478187255577,2,28,,,,
6713,Ant6,0.004035845565747139,2,28,N,N,C,C
6714,Ant262,0.0015327776693253214,2,28,C,C,C,C
6715,Ant265,0.0064785021759189735,2,28,C,C, , 
6716,Ant268,0.01984509126882311,2,28,F,F,F,F
6717,Ant395,0.002535761673207069,2,28,N,C, , 
6718,Ant502,0.003997445809072913,2,28,C,C,C,C
6719,Ant7,0.0033980018255222056,2,28,C,C, , 
6720,Ant398,0.015153442635053882,2,28,F,F, , 
6721,Ant2,0.0037526616912846164,2,28,N,C,F,F
6722,Ant72,0.005125271133100443,2,28,F,F, , 
6723,Ant593,0.003824066848854494,2,28,N,N,N,N
6724,Ant592,0.000615821191911933,2,28,Q,Q,Q,Q
6725,Ant19,0.008830540110160608,2,28,C,N,C,C
6726,Ant599,0.0032158919875724945,2,28,C,N,N,N
6727,Ant12,3.484298144423623e-05,2,28,C,F, , 
6728,Ant96,0.003996355555294582,2,28,N,N,C,C
6729,Ant169,0.004212172730734837,2,28,N,N,N,N
6730,Ant298,0.0036908604655208695,2,28,N,N,N,N
6731,Ant296,0.0049279426119208216,2,28,N,N,C,C
6732,Ant294,0.00011922517301484861,2,28,C,F, , 
6733,Ant99,0.0038801379384621917,2,28,N,N,N,N
6734,Ant98,0.005390570302249474,2,28,N,N,N,N
6735,Ant217,0.00045131210821500623,2,28,C,F, , 
6736,Ant215,0.0038060480573918866,2,28,F,F, , 
6737,Ant210,0.00985895292297471,2,28,N,N,C,C
6738,Ant219,0.002096710337774352,2,28,N,N, , 
6739,Ant400,0.0038408176831897056,2,28,N,N,N,N
6740,Ant161,0.0011451562959991584,2,28,N,N, , 
6741,Ant60,0.0033279543125467994,2,28,N,N,N,N
6742,Ant62,0.001475200148929006,2,28,N,N, , 
6743,Ant63,0.0027647043984007076,2,28,N,N,C,C
6744,Ant65,0.004004986036824481,2,28,C,C,C,C
6745,Ant604,0.0028264312335595987,2,28,C,C,C,C
6746,Ant607,0.011178299768417799,2,28,F,F, , 
6747,Ant289,0.007572199444246656,2,28,C,F,C,C
6748,Ant632,8.951207494377768e-05,2,28,C,F, , 
6749,Ant172,0.0044729418693290205,2,28,F,C,C,C
6750,Ant176,0.0002653987565220568,2,28,F,F,F,F
6751,Ant174,0.002617706436320867,2,28,N,N,N,N
6752,Ant206,0.004147875030176335,2,28,N,N,N,N
6753,Ant202,0.0010959481956232383,2,28,F,F,F,F
6754,Ant209,0.0017260616586028876,2,28,N,N,N,N
6755,Ant15,0.001150044918872266,2,28,N,N,N,N
6756,Ant638,0.0005329969964333097,2,28,C,F,F,F
6757,Ant32,0.001302939175081506,2,28,N,N, , 
6758,Ant30,0.01719073171892026,2,28,N,N, , 
6759,Ant35,0.00879244284626526,2,28,C,C,C,C
6760,Ant232,0.004311083580761745,2,28,C,C,C,C
6761,Ant237,0.0018526397081097363,2,28,N,N,N,N
6762,Ant342,0.007938310353515459,2,28,N,N, , 
6763,Ant105,0.002230686774822453,2,28,N,N, , 
6764,Ant102,0.0018405877503904953,2,28,N,N,N,N
6765,Ant437,0.004459365744132978,2,28,N,C,C,C
6766,Ant621,0.00385451519970453,2,29,C,C,N,N
6767,Ant356,0.0025736944025977187,2,29,N,N,N,N
6768,Ant227,0.0047270863947208724,2,29,C,C,C,C
6769,Ant114,0.0065197302950688076,2,29,N,N, , 
6770,Ant112,0.0054671616038974675,2,29,N,C, , 
6771,Ant195,0.0040597442977872225,2,29,C,C,C,C
6772,Ant518,0.005732822014061401,2,29,C,C, , 
6773,Ant492,0.0024079868090690656,2,29,N,N,N,N
6774,Ant324,0.003248171203993745,2,29,N,N,C,C
6775,Ant650,0.005606493019751111,2,29,,,,
6776,Ant556,0.006222643034302993,2,29,N,N,N,N
6777,Ant552,0.0021980989770145226,2,29,N,N,N,N
6778,Ant256,0.0033997097071829232,2,29,F,F,C,C
6779,Ant257,0.004987859333885926,2,29,N,N, , 
6780,Ant126,0.00908043367990039,2,29,F,C,C,C
6781,Ant20,0.009916112492752215,2,29,F,F, , 
6782,Ant137,0.001251428774549429,2,29,N,N,N,N
6783,Ant400,0.0035645698828649184,2,29,N,N,N,N
6784,Ant560,0.004424486396358016,2,29,N,N,N,N
6785,Ant564,0.00968802632616685,2,29,F,F,C,C
6786,Ant243,0.00022415056913182186,2,29,F,F, , 
6787,Ant244,0.0027224926594605764,2,29,N,N,C,C
6788,Ant50,0.0013678803860462635,2,29,N,N,N,N
6789,Ant52,0.002307571527276981,2,29,N,N,N,N
6790,Ant55,0.011172920198597568,2,29,C,F, , 
6791,Ant98,0.004112888255598488,2,29,N,N,N,N
6792,Ant140,0.002405545459164879,2,29,C,C,C,C
6793,Ant147,0.003670613109528834,2,29,N,N,C,C
6794,Ant144,0.0069968746756543816,2,29,N,N, , 
6795,Ant305,0.0023680841651160496,2,29,C,C, , 
6796,Ant148,0.002412196743940698,2,29,N,N,N,N
6797,Ant673,0.003748345591901479,2,29,,,,
6798,Ant476,0.0019332007979085113,2,29,N,N,N,N
6799,Ant575,0.013776140167499937,2,29,C,C, , 
6800,Ant44,0.00446004043910924,2,29,N,N, , 
6801,Ant665,0.003014738962234717,2,29,,,,
6802,Ant398,0.010831367096534242,2,29,F,F, , 
6803,Ant262,0.002868193755975515,2,29,C,C,C,C
6804,Ant265,0.008687482502469247,2,29,C,C, , 
6805,Ant268,0.0121382649413609,2,29,F,F,F,F
6806,Ant395,0.003960863087446292,2,29,N,C, , 
6807,Ant502,0.004006222715517885,2,29,C,C,C,C
6808,Ant7,0.0061835485866496105,2,29,C,C, , 
6809,Ant6,0.00659905142301697,2,29,N,N,C,C
6810,Ant2,0.005657460022719695,2,29,N,C,F,F
6811,Ant72,0.009537072936209414,2,29,F,F, , 
6812,Ant593,0.004535587430413244,2,29,N,N,N,N
6813,Ant592,0.0006626724053539556,2,29,Q,Q,Q,Q
6814,Ant19,0.005317507729791923,2,29,C,N,C,C
6815,Ant599,0.00323490225940497,2,29,C,N,N,N
6816,Ant12,0.00025190881225968536,2,29,C,F, , 
6817,Ant96,0.0017753002456895916,2,29,N,N,C,C
6818,Ant169,0.0039830923786754666,2,29,N,N,N,N
6819,Ant298,0.0038793476231808685,2,29,N,N,N,N
6820,Ant296,0.003406690904284916,2,29,N,N,C,C
6821,Ant294,0.002740469527937372,2,29,C,F, , 
6822,Ant99,0.005429110496331564,2,29,N,N,N,N
6823,Ant161,0.0021299371751934784,2,29,N,N, , 
6824,Ant217,0.010659474889892061,2,29,C,F, , 
6825,Ant215,0.002969377382611088,2,29,F,F, , 
6826,Ant210,0.008340051922137031,2,29,N,N,C,C
6827,Ant219,0.0047302759705929835,2,29,N,N, , 
6828,Ant332,0.0024000982820534893,2,29,N,N,N,N
6829,Ant60,0.0010826101981234544,2,29,N,N,N,N
6830,Ant62,0.001997025461566683,2,29,N,N, , 
6831,Ant63,0.003522309597326864,2,29,N,N,C,C
6832,Ant65,0.001330999801095413,2,29,C,C,C,C
6833,Ant604,0.003602920170066694,2,29,C,C,C,C
6834,Ant607,0.03977444086394046,2,29,F,F, , 
6835,Ant178,0.0,2,29,C,F,C,C
6836,Ant289,0.0021265724789753704,2,29,C,F,C,C
6837,Ant632,4.11639910072512e-05,2,29,C,F, , 
6838,Ant172,0.0021388569989833476,2,29,F,C,C,C
6839,Ant176,0.0007136889731524441,2,29,F,F,F,F
6840,Ant174,0.0013466742922011582,2,29,N,N,N,N
6841,Ant206,0.005746930046002534,2,29,N,N,N,N
6842,Ant202,0.001697325748553135,2,29,F,F,F,F
6843,Ant209,0.0012873394233707588,2,29,N,N,N,N
6844,Ant15,0.0037613821385682413,2,29,N,N,N,N
6845,Ant638,0.0014075656705716977,2,29,C,F,F,F
6846,Ant32,0.0035632805844101135,2,29,N,N, , 
6847,Ant30,0.0065348104249429995,2,29,N,N, , 
6848,Ant35,0.0029930380303789536,2,29,C,C,C,C
6849,Ant232,0.005315238377212072,2,29,C,C,C,C
6850,Ant237,0.0014671058852758052,2,29,N,N,N,N
6851,Ant342,0.006857786509312911,2,29,N,N, , 
6852,Ant105,0.003541875092655535,2,29,N,N, , 
6853,Ant102,0.001651022647748567,2,29,N,N,N,N
6854,Ant437,0.006183951866207145,2,29,N,C,C,C
6855,Ant621,0.005664964107790657,2,30,C,C,N,N
6856,Ant356,0.0022080617427813875,2,30,N,N,N,N
6857,Ant227,0.005244546807180311,2,30,C,C,C,C
6858,Ant114,0.002971423360450444,2,30,N,N, , 
6859,Ant112,0.0023142961467008507,2,30,N,C, , 
6860,Ant195,0.0037787538721747193,2,30,C,C,C,C
6861,Ant518,0.00603428692324629,2,30,C,C, , 
6862,Ant492,0.0024089033347962615,2,30,N,N,N,N
6863,Ant324,0.0023115527576573385,2,30,N,N,C,C
6864,Ant650,0.003851510762931956,2,30,,,,
6865,Ant556,0.0026489116674441524,2,30,N,N,N,N
6866,Ant552,0.00289240094721774,2,30,N,N,N,N
6867,Ant256,0.01098461121089886,2,30,F,F,C,C
6868,Ant257,0.002508159591344772,2,30,N,N, , 
6869,Ant126,0.004621619179940194,2,30,F,C,C,C
6870,Ant20,0.010734777848264468,2,30,F,F, , 
6871,Ant137,0.0027313224871019534,2,30,N,N,N,N
6872,Ant332,0.0016449162338851222,2,30,N,N,N,N
6873,Ant560,0.002395897204665282,2,30,N,N,N,N
6874,Ant564,0.0037288028701142834,2,30,F,F,C,C
6875,Ant243,0.00011579447594304304,2,30,F,F, , 
6876,Ant244,0.00492440283736809,2,30,N,N,C,C
